Respondent_ID,Question Type,Recoded Value
225,FF3.2,3.0
204,FF1.3,5.0
46,FF1.2,4.0
44,FF2.7,5.0
10,FF2.8,5.0
124,FF4.3,4.0
194,FF1,4.0
111,FF6.4,4.0
160,FF3.5,3.0
219,FF2.1,3.0
238,FF6.1,5.0
129,FF5.6,3.0
137,FF4.4,4.0
168,FF4.3,3.0
65,FF4.4,5.0
235,FF1.7,4.0
255,FF3.1,4.0
235,FF3.3,4.0
249,FF5.7,5.0
154,FF2.10,5.0
213,FF3.3,3.0
95,FF2.2,5.0
138,FF4.2,5.0
211,FF3.5,1.0
223,FF2.3,4.0
103,FF2.7,4.0
39,FF2.6,4.0
184,FF2.2,4.0
233,FF2.1,4.0
245,FF2.1,4.0
229,FF2.7,4.0
159,FF4.2,4.0
59,FF1.1,4.0
217,FF2.3,5.0
229,FF2.3,4.0
245,FF2.7,4.0
125,FF4,4.0
182,F,
177,FF1.1,5.0
78,FF4.1,3.0
71,FF2.8,5.0
38,FF4.3,4.0
12,FF4.1,2.0
40,FF5.4,2.0
99,FF2.10,5.0
70,FF1.7,4.0
245,FF6.4,3.0
63,FF2.7,4.0
12,FF4.4,5.0
128,FF1.1,4.0
222,FF6.2,5.0
241,FF4.4,5.0
29,FF3.3,3.0
90,FF1,4.0
106,FF6.4,4.0
113,FF5.2,2.0
89,FF5.5,2.0
177,FF5,2.0
183,FF6.3,4.0
56,FF2.9,4.0
253,FF6.1,5.0
132,FF2.10,3.0
91,FF3.3,3.0
16,FF2.7,4.0
28,FF5.2,3.0
173,FF4.2,4.0
105,FF5.4,3.0
184,FF3.3,1.0
195,FF2.5,4.0
146,FF4,4.0
16,FF2.4,4.0
165,FF5.4,4.0
150,FF2.7,5.0
143,FF3.1,4.0
254,FF2.8,5.0
258,FF6.1,4.0
198,FF2,5.0
49,FF2,4.0
122,FF2.6,5.0
1,FF1.1,4.0
63,FF2.5,5.0
65,FF2.9,5.0
212,FF3.1,2.0
101,FF1.4,4.0
155,FF3.3,4.0
32,FF4.3,4.0
72,FF5.3,4.0
151,FF2.8,5.0
83,FF6.3,1.0
77,FF2.8,4.0
57,FF1.4,4.0
227,FF2.1,5.0
103,FF4.1,4.0
96,FF2.4,4.0
252,FF5.3,4.0
15,FF2.8,4.0
196,FF3.2,4.0
235,FF1.6,4.0
79,FF5.4,3.0
92,FF5.3,5.0
9,FF4.4,5.0
38,FF3.3,1.0
36,FF6.2,5.0
149,FF2.10,4.0
206,FF6,3.0
46,FF4,4.0
143,FF5.5,2.0
140,FF6.4,4.0
15,FF3.4,2.0
183,FF3.1,4.0
82,FF3,3.0
217,FF3.1,3.0
89,FF1,4.0
54,FF5,2.0
24,FF2.1,5.0
111,FF6.1,3.0
154,FF4.3,4.0
7,FF4.2,4.0
249,FF2.7,4.0
115,FF2.4,4.0
231,FF2.9,5.0
179,FF1.1,4.0
45,FF2.8,5.0
2,FF3,3.0
158,FF2.3,4.0
119,FF5.7,5.0
214,FF1.4,2.0
136,FF2.2,5.0
255,FF4.1,2.0
199,FF4.4,4.0
54,FF3,5.0
149,FF2.2,4.0
247,FF2,3.0
190,FF1.2,5.0
77,FF2.4,4.0
94,FF5.6,2.0
208,FF1.7,4.0
92,FF4.4,5.0
96,FF5.7,5.0
97,FF2.9,4.0
185,FF1.3,5.0
232,FF6,1.0
67,FF1.2,5.0
109,FF3.1,3.0
89,FF1.2,4.0
240,FF3.3,4.0
238,FF2.6,5.0
73,FF2,4.0
241,FF5.4,4.0
165,FF1.6,5.0
78,FF4.2,4.0
164,FF2.7,4.0
178,FF1.6,4.0
230,FF2.9,5.0
14,FF4.4,4.0
144,FF2.3,4.0
54,FF1.4,4.0
111,FF4.4,4.0
8,FF5.7,4.0
37,FF2.6,5.0
253,FF3.5,3.0
105,FF2.9,4.0
223,FF5.7,4.0
203,FF5.1,5.0
40,FF2.2,5.0
259,FF6.2,3.0
219,FF2.7,3.0
76,FF5.3,4.0
165,FF4.4,4.0
6,FF6.3,1.0
191,FF2.2,5.0
247,FF6,2.0
144,FF1,5.0
86,FF2.3,3.0
5,FF1.6,5.0
96,FF1.2,5.0
45,FF5.7,4.0
206,FF6.4,3.0
247,FF2.9,4.0
167,FF2.1,4.0
50,FF5.6,4.0
8,FF4.4,5.0
84,FF5.7,5.0
105,FF4.1,4.0
39,FF2.5,4.0
241,FF3,3.0
197,FF5,4.0
80,FF5.3,3.0
101,FF2.11,4.0
248,FF5,4.0
239,FF4.3,2.0
110,FF2.4,5.0
36,FF2.6,4.0
240,FF5.2,4.0
262,FF6.3,2.0
13,FF2.11,3.0
4,FF5.3,4.0
124,FF5.3,5.0
173,FF4,5.0
219,FF5.5,1.0
138,FF5.6,1.0
51,F,
179,FF1,5.0
251,FF2.10,4.0
176,FF3.2,4.0
247,FF1,5.0
117,FF1.2,5.0
111,FF2.7,4.0
166,FF3.1,4.0
167,FF2.7,4.0
70,FF5.4,4.0
136,FF5.5,1.0
148,FF5.5,2.0
2,FF5.7,4.0
4,FF4.1,3.0
111,FF5.3,3.0
159,FF1.5,2.0
64,FF2.10,4.0
222,FF5,3.0
101,FF2.1,4.0
217,FF1.4,4.0
157,FF5.4,3.0
126,FF2.1,4.0
27,FF5.1,5.0
60,FF1.2,4.0
187,FF1.3,5.0
194,FF2.9,4.0
143,FF2.2,4.0
194,FF1.6,4.0
2,FF3.5,3.0
130,FF5.3,4.0
263,FF2.8,4.0
55,FF4.3,3.0
166,FF3.5,2.0
133,FF5.5,2.0
122,FF2.11,4.0
172,FF2.11,5.0
180,FF2.11,5.0
231,FF6.3,2.0
102,FF2.9,4.0
196,FF4.4,4.0
88,FF4,5.0
148,FF5.1,3.0
66,FF4.3,4.0
67,FF4.2,5.0
211,FF1.2,4.0
221,FF1,3.0
215,FF1.1,4.0
143,FF6.2,5.0
142,FF6.1,5.0
40,FF2.3,4.0
160,FF2,4.0
121,FF2,5.0
126,FF5.1,5.0
230,FF1,5.0
250,FF6.3,3.0
72,FF3.5,2.0
148,FF6.2,4.0
188,FF2.11,5.0
167,FF4,4.0
243,FF1,3.0
188,FF4.3,2.0
200,FF1.4,3.0
35,FF5.3,4.0
130,FF3,4.0
255,FF5.1,4.0
220,FF5.3,4.0
38,FF1.1,5.0
125,FF3.1,4.0
257,FF2.7,4.0
260,FF3.1,3.0
185,FF4.4,5.0
133,F,
225,FF2.5,4.0
101,FF4.3,2.0
29,FF4.4,5.0
35,FF4.4,5.0
154,FF5,2.0
154,FF2.6,5.0
101,FF1.2,4.0
55,FF2.6,4.0
15,FF5.1,3.0
182,FF3.3,4.0
52,FF5,2.0
240,FF2.5,5.0
248,FF1.7,3.0
246,FF1.4,4.0
135,FF4.4,5.0
64,FF6.4,3.0
247,FF4,4.0
153,FF1,4.0
209,FF1.7,4.0
170,FF3,5.0
244,FF2.4,5.0
122,F,
69,FF5.2,5.0
36,FF5.6,1.0
6,FF4.3,1.0
5,FF4.4,4.0
49,FF6,2.0
33,FF1.2,5.0
62,FF2.9,4.0
72,FF2.4,5.0
88,FF6,4.0
67,FF5.5,1.0
166,FF2.6,4.0
23,FF1,3.0
120,FF3.4,4.0
77,FF4.1,2.0
97,FF2.1,
42,FF6.2,5.0
4,FF1.7,3.0
216,FF1.7,3.0
89,FF2.8,4.0
163,FF1.4,4.0
239,F,
121,FF5.1,4.0
137,FF5.1,3.0
190,FF5.5,2.0
71,FF2.9,5.0
128,FF3.5,2.0
89,FF2.3,5.0
249,FF3.5,3.0
211,FF2.11,4.0
236,FF1.2,3.0
118,FF5.2,3.0
240,FF5.4,5.0
44,F,
259,FF5.3,2.0
156,FF4,5.0
68,FF2.3,5.0
4,FF2.1,5.0
187,FF2.3,4.0
261,FF4.2,4.0
159,FF2.7,4.0
101,FF6,2.0
196,FF5.4,2.0
120,FF2.9,5.0
113,FF3.4,4.0
176,FF4.3,4.0
18,FF2.8,4.0
126,FF4,4.0
4,FF5.4,4.0
47,FF5.4,3.0
76,FF6,3.0
55,FF2,4.0
130,FF2.8,5.0
32,FF1.6,5.0
93,FF1.1,5.0
44,FF5.1,4.0
21,FF4.3,3.0
148,FF5.3,3.0
85,FF3.1,4.0
43,FF2.8,4.0
24,FF1.1,5.0
145,FF5.1,3.0
169,FF2.3,4.0
136,FF1.5,5.0
153,FF5,1.0
52,FF5.3,4.0
252,FF5.5,1.0
222,FF2.11,5.0
93,FF1.6,5.0
154,FF5.1,4.0
12,FF3.3,5.0
24,FF5.5,1.0
80,FF1.6,5.0
215,FF2.10,4.0
81,FF2.9,5.0
32,FF2.1,4.0
256,FF4.2,3.0
204,FF5.4,5.0
199,FF5.5,2.0
127,FF1.6,4.0
51,FF4.3,4.0
115,FF4.3,2.0
61,FF1.2,5.0
203,FF2.11,5.0
225,F,
43,FF3.4,2.0
253,FF3.4,4.0
217,FF2.1,4.0
189,FF1.2,5.0
168,FF1.1,5.0
163,FF1.2,4.0
264,FF5.6,2.0
40,FF2.4,4.0
139,FF6.4,3.0
102,FF6.4,4.0
122,FF2.2,4.0
13,FF2.6,4.0
178,FF6.4,4.0
96,FF4.4,4.0
124,FF1.4,4.0
260,FF2.2,5.0
126,FF1,4.0
42,FF3,4.0
3,FF3.2,4.0
117,FF2.10,4.0
54,FF5.4,5.0
259,FF4.4,5.0
241,FF5.7,3.0
145,FF5.2,2.0
74,FF5.3,3.0
143,FF2.11,4.0
106,FF1.5,4.0
92,FF2.10,5.0
163,FF6.4,2.0
119,FF5,2.0
147,FF3.3,4.0
129,FF3.4,3.0
228,FF5,4.0
47,FF2.5,4.0
159,FF3,2.0
128,FF2.2,5.0
212,FF2.5,4.0
12,FF1,5.0
248,FF2.2,4.0
9,FF2.7,4.0
127,FF5.1,4.0
223,FF4.4,5.0
252,FF5.2,1.0
151,FF6.2,5.0
83,FF5.2,1.0
173,FF6,2.0
91,FF2.8,4.0
214,FF1.5,4.0
74,FF1.6,4.0
187,FF6.3,4.0
133,FF1.7,3.0
62,FF2,4.0
105,FF2.8,4.0
201,FF1,4.0
248,FF5.2,3.0
180,FF5.3,5.0
121,FF1.3,4.0
153,FF2.9,5.0
130,FF5.7,5.0
202,FF1.7,4.0
150,FF3.3,5.0
173,FF1.4,4.0
179,FF3.3,4.0
246,FF5,4.0
30,FF2.11,4.0
84,FF3.2,4.0
93,FF2.10,5.0
217,FF3.4,2.0
115,FF1.4,4.0
103,FF5.5,1.0
58,FF2.3,4.0
60,FF1.5,5.0
59,FF6.3,1.0
191,FF2,5.0
10,FF4.4,4.0
97,FF2.4,5.0
119,F,
140,FF6.1,4.0
22,FF1.4,4.0
127,FF5.3,3.0
249,FF2.2,5.0
253,FF6.4,3.0
156,FF1.2,5.0
25,FF1.5,5.0
157,F,
257,FF6.1,5.0
76,FF4.2,4.0
233,FF1.5,4.0
255,FF2.8,5.0
20,FF1.2,5.0
28,FF1.2,4.0
250,FF5,4.0
184,FF1.2,5.0
214,FF3.4,2.0
6,FF1.7,4.0
73,FF1.7,5.0
182,FF2.10,3.0
56,FF2.5,4.0
109,FF2,5.0
187,FF4.3,4.0
5,FF1.7,4.0
32,FF4.4,3.0
106,FF4.4,4.0
159,FF5.2,4.0
137,FF2.7,2.0
239,FF3.5,4.0
232,FF2.4,5.0
116,F,
166,FF3.4,4.0
247,FF5.2,3.0
115,FF1.6,5.0
219,F,
47,FF6.1,3.0
12,FF1.5,5.0
62,FF5.4,4.0
124,FF1.7,4.0
24,FF6.4,4.0
244,FF6.4,4.0
184,FF4.1,3.0
185,FF3.5,3.0
173,FF5.4,2.0
178,FF5.2,1.0
224,FF3,2.0
81,FF5.4,4.0
209,FF6.1,5.0
205,FF3.2,2.0
123,F,
176,FF1.4,4.0
5,FF1.5,4.0
169,FF1,5.0
166,FF2.1,4.0
168,FF1.5,4.0
36,FF1.6,5.0
96,FF4.1,3.0
83,FF5.6,1.0
70,FF4.3,2.0
18,FF1.7,4.0
13,FF6.4,4.0
245,FF5.6,1.0
67,FF1.7,4.0
157,FF5.5,1.0
6,FF2.2,5.0
79,FF6,2.0
89,FF1.1,4.0
100,FF3,3.0
131,FF3.3,4.0
215,FF5.6,4.0
57,FF2.5,5.0
178,FF3.3,4.0
180,FF1.5,5.0
240,FF2.9,5.0
174,FF2.7,4.0
128,FF3,4.0
136,FF1.6,5.0
253,FF2.10,5.0
127,FF5.7,4.0
240,FF6.1,5.0
164,FF3.5,1.0
121,FF2.11,4.0
175,FF1.2,5.0
167,FF3.1,4.0
82,FF3.1,3.0
186,FF3.4,5.0
110,FF4,5.0
118,FF4,4.0
196,FF2,5.0
4,FF2.6,5.0
234,F,
90,FF2,4.0
154,FF5.3,4.0
258,FF2.5,4.0
232,FF6.4,2.0
227,F,
2,FF2.5,4.0
43,FF4.1,3.0
8,FF6.3,4.0
38,FF3.4,2.0
202,FF5.3,5.0
239,FF2.1,4.0
232,FF3.3,4.0
221,FF3.3,4.0
36,FF2.7,3.0
165,FF2.7,4.0
110,FF5.1,4.0
200,FF1,5.0
8,FF1.2,5.0
213,FF2.8,4.0
21,FF6.2,5.0
199,FF6.4,4.0
107,FF2.8,4.0
140,FF5.6,2.0
138,FF2.9,5.0
212,FF5.2,2.0
139,FF1.2,5.0
103,FF2.2,3.0
160,FF4.4,4.0
196,FF1.2,4.0
169,FF2.4,4.0
261,FF5.2,3.0
43,FF6.2,5.0
44,FF2.1,4.0
52,FF2.1,5.0
38,FF2.4,4.0
104,FF5.7,4.0
112,FF5.4,4.0
259,FF4.1,2.0
113,FF1,5.0
147,FF2.2,4.0
207,FF3,2.0
25,FF6.3,3.0
173,F,
155,FF2.1,4.0
176,FF2.2,5.0
140,FF1.2,4.0
129,FF6.4,4.0
249,FF2.3,4.0
210,FF2.5,5.0
175,FF1.6,5.0
59,FF6.1,5.0
129,FF5.7,5.0
249,FF1.7,4.0
56,FF3.2,3.0
1,FF6.4,4.0
8,FF3.4,3.0
22,FF2.9,5.0
58,FF2.4,4.0
145,FF6.2,4.0
67,FF2.3,3.0
221,FF3.2,4.0
152,FF2.5,4.0
24,FF4.4,4.0
75,FF1.1,4.0
235,FF2.2,4.0
10,FF2.6,5.0
250,FF6.1,4.0
4,FF5,4.0
32,FF3.5,2.0
218,FF2.11,4.0
133,FF1,4.0
151,FF6,1.0
180,FF6.2,3.0
185,FF6,3.0
45,FF2.4,5.0
109,FF6.2,4.0
261,FF6.2,3.0
121,FF2.4,4.0
3,FF2.7,
8,FF1.6,5.0
247,FF4.1,3.0
215,FF2.9,4.0
119,FF6.3,3.0
185,FF3.4,3.0
20,FF5,4.0
137,FF3.4,2.0
249,FF2.6,5.0
129,FF2.7,4.0
162,F,
60,FF5,4.0
192,FF4.3,3.0
20,FF5.2,2.0
88,FF3.2,4.0
168,FF1,5.0
138,FF5.4,3.0
73,FF5.2,5.0
182,FF5.5,1.0
154,FF5.7,5.0
250,FF1,4.0
185,FF2,5.0
40,FF4.2,4.0
263,FF5.5,2.0
28,FF3.1,4.0
95,FF3.1,5.0
136,FF1.4,4.0
72,FF3.3,4.0
49,FF2.9,4.0
59,FF3.4,4.0
237,FF2.10,4.0
245,FF5.7,5.0
211,FF6.1,4.0
79,FF5.3,4.0
93,FF1.7,5.0
76,FF3.2,3.0
33,FF4.1,4.0
78,FF2,4.0
48,FF1.4,4.0
144,FF3.5,3.0
246,FF2.1,5.0
257,FF6.3,4.0
87,FF4,4.0
25,FF2.1,5.0
214,FF6,4.0
196,FF2.4,4.0
114,FF3.3,4.0
217,FF5.6,2.0
252,FF4.1,5.0
123,FF4.3,2.0
137,FF6.1,4.0
52,FF6,2.0
50,FF5,2.0
200,FF5.2,3.0
142,FF2.6,5.0
107,FF6.1,3.0
29,FF4.3,4.0
264,FF4.3,2.0
210,FF1.3,4.0
52,FF3.5,2.0
84,FF2.5,4.0
185,F,
195,FF2.7,4.0
46,FF2.6,5.0
94,FF5.5,2.0
124,FF5.5,1.0
46,FF5.3,4.0
90,FF6.1,4.0
16,FF3.3,4.0
30,FF5.5,2.0
126,FF6.2,5.0
48,FF1.3,5.0
230,FF2.6,5.0
178,FF4,4.0
182,FF4.1,4.0
108,FF2.11,4.0
179,FF5.4,3.0
28,FF1.3,4.0
164,FF1.5,5.0
54,FF1.3,5.0
119,FF2.2,4.0
13,FF4.3,3.0
44,FF3.2,4.0
166,FF2.10,4.0
2,FF1.5,3.0
55,FF4.4,4.0
39,F,
178,FF2.11,4.0
150,FF5.3,5.0
215,FF1.7,4.0
65,FF1,3.0
161,FF1.7,4.0
71,FF6.3,2.0
213,FF2,5.0
110,FF3.2,3.0
189,FF1.7,3.0
239,FF4.1,2.0
157,FF2.8,5.0
174,FF3.3,4.0
240,FF2.11,5.0
256,FF1.3,4.0
133,FF5,4.0
39,FF6.4,4.0
83,FF6.4,3.0
29,FF6.3,3.0
104,FF2,4.0
73,FF3,5.0
64,FF5.6,2.0
78,FF2.2,4.0
88,FF5.4,3.0
237,FF1.3,5.0
175,FF1.4,4.0
108,F,
12,FF3.2,5.0
222,FF1.1,5.0
74,FF6.1,5.0
8,FF2.7,4.0
160,F,
163,FF3.3,4.0
109,FF1.5,4.0
70,F,
252,F,
131,FF1,5.0
132,FF5,3.0
192,F,
152,FF2.1,4.0
254,FF1.3,5.0
100,FF2.9,4.0
247,FF2.5,5.0
237,FF3.5,4.0
251,FF2.3,1.0
254,FF4.4,5.0
7,FF2.3,4.0
254,FF3,4.0
16,FF5.2,2.0
71,FF5.6,2.0
212,FF5,3.0
207,FF1.2,5.0
112,FF2.8,5.0
145,FF2.11,4.0
75,FF5.1,3.0
160,FF2.11,4.0
57,FF1,5.0
151,FF3.5,2.0
195,FF2,4.0
48,FF4,4.0
64,FF5.7,4.0
63,FF6,2.0
25,FF2.2,4.0
57,FF1.7,5.0
23,FF4.1,4.0
134,FF3.5,1.0
204,FF2.8,5.0
35,FF2.3,4.0
162,FF1,4.0
194,FF5.1,3.0
96,FF2,5.0
216,FF5.1,4.0
170,FF1.3,5.0
9,FF3.4,4.0
161,FF2,4.0
196,FF5.3,1.0
264,FF1.2,5.0
101,FF2.9,4.0
75,FF5.6,1.0
133,FF4.3,3.0
210,FF2.11,4.0
30,FF6.2,4.0
136,FF2.3,4.0
142,FF4,4.0
242,FF6,2.0
102,FF1.3,4.0
206,FF4.4,3.0
19,F,
198,FF5.2,1.0
6,FF5.7,4.0
187,F,
235,FF3,4.0
184,FF3,3.0
94,FF6.1,5.0
126,FF1.3,5.0
188,FF2.7,4.0
47,FF1,3.0
153,FF3.1,4.0
126,FF4.2,4.0
230,FF3.1,4.0
23,FF4,5.0
182,FF5.4,3.0
41,FF2.5,4.0
248,FF1.5,3.0
35,FF2.5,4.0
223,FF2.7,4.0
175,FF1.3,5.0
140,FF1.6,4.0
39,FF2.11,4.0
235,FF5.1,3.0
261,FF6,2.0
103,FF1.2,4.0
201,FF2.11,4.0
92,FF1.1,3.0
224,FF1.2,5.0
189,FF6.1,4.0
158,FF6.1,4.0
149,FF2.1,5.0
241,FF6.4,4.0
162,FF6.4,4.0
61,FF1.5,5.0
264,FF5.5,1.0
21,FF2,5.0
117,FF2.2,5.0
236,FF5.1,4.0
122,FF2.7,4.0
239,FF1.1,4.0
87,FF6.2,4.0
28,FF2.8,4.0
54,FF5.1,5.0
91,FF1,4.0
178,FF5,2.0
105,FF5.6,3.0
239,FF4.4,4.0
199,FF2.4,5.0
131,FF5.7,5.0
63,FF2.11,3.0
228,FF6,1.0
241,FF5.1,4.0
75,FF3.4,4.0
6,FF2.11,4.0
112,FF4,4.0
172,FF5.4,4.0
256,FF6.3,2.0
83,FF1.1,5.0
25,FF2.9,4.0
175,FF3.4,4.0
219,FF1,4.0
138,FF1.1,5.0
77,F,
81,FF2.1,4.0
52,FF2.4,4.0
229,FF1.1,5.0
251,FF3,3.0
255,FF2.4,4.0
250,FF3.2,3.0
258,FF5.6,3.0
2,FF4.4,3.0
91,FF5,3.0
249,FF3.2,4.0
127,FF2.4,4.0
108,FF2.9,4.0
3,FF5.2,2.0
74,FF1.5,4.0
133,FF3.5,3.0
214,FF3.5,3.0
34,FF6.2,5.0
157,FF5,1.0
73,FF1.2,5.0
169,FF2.2,4.0
181,FF5.4,4.0
197,FF3.3,4.0
245,FF2.10,4.0
193,FF2.1,5.0
163,FF6.2,5.0
2,FF5.5,3.0
34,FF3,3.0
26,FF3.2,3.0
176,FF5,3.0
30,FF5.1,4.0
244,FF5.5,2.0
96,FF2.3,4.0
224,FF2.11,5.0
247,FF6.1,5.0
204,FF1.2,4.0
36,FF4.4,5.0
179,FF2.7,4.0
158,FF3.2,2.0
177,FF3.4,4.0
207,FF2.5,5.0
53,FF5.6,1.0
126,FF3,2.0
231,FF5.5,1.0
113,FF2.3,4.0
59,FF1.6,5.0
175,FF6.4,2.0
139,FF2,5.0
65,FF3.4,4.0
61,FF3.1,1.0
90,FF5.5,1.0
207,FF3.5,2.0
55,FF3.2,4.0
35,FF2,5.0
158,FF1.6,4.0
84,FF2.1,5.0
123,FF6.2,3.0
135,FF2.9,5.0
234,FF2.5,4.0
108,FF2.5,5.0
188,FF4,5.0
13,FF5.1,4.0
82,FF2.2,5.0
47,FF2.4,4.0
149,FF5.4,2.0
26,FF2.9,4.0
212,FF2.4,4.0
25,FF3.2,4.0
170,FF3.3,4.0
57,FF3.4,4.0
219,FF4.1,3.0
188,FF1.3,5.0
249,FF6.4,3.0
39,FF3.4,3.0
161,FF5.6,2.0
85,FF2.2,4.0
133,FF2.7,3.0
88,FF5,2.0
13,FF2.2,4.0
97,FF1.2,5.0
125,FF2.8,4.0
153,FF2.2,2.0
263,FF2.4,4.0
52,FF2.5,4.0
187,FF5.3,4.0
191,FF2.7,5.0
200,FF2.7,5.0
110,FF2.8,5.0
63,FF5.4,4.0
82,FF5.2,2.0
49,FF2.11,4.0
157,FF2.5,5.0
245,FF1.3,4.0
161,FF3.1,4.0
168,F,
77,FF3,
147,FF1.7,4.0
112,FF6.4,4.0
191,FF6.3,2.0
167,FF1.5,4.0
1,FF3.4,2.0
174,FF4.4,4.0
110,FF1.1,5.0
240,FF2.1,5.0
153,FF1.1,3.0
205,FF2.2,4.0
69,FF2.1,5.0
40,FF6.2,5.0
177,FF3.2,4.0
15,FF6.3,2.0
48,FF1.7,4.0
196,FF2.3,2.0
54,FF2.4,5.0
215,FF1.5,4.0
34,FF1.4,4.0
130,FF2.3,3.0
95,FF6.4,4.0
213,FF4.1,4.0
59,FF2.3,4.0
139,FF4.3,4.0
230,FF4.3,2.0
234,FF2.2,4.0
193,FF1.1,4.0
8,FF3.3,4.0
137,FF2.3,3.0
62,FF1.5,4.0
175,FF5.5,2.0
254,FF5.6,3.0
195,FF6,2.0
122,FF5,4.0
152,FF5,2.0
4,F,
97,FF3,2.0
90,FF2.6,5.0
120,FF5.3,4.0
111,FF1.6,4.0
149,FF2,4.0
221,FF1.3,4.0
1,FF2.8,4.0
150,FF5.6,3.0
23,F,
86,FF1.7,3.0
7,FF6.3,2.0
163,FF2.11,4.0
172,FF5.7,5.0
219,FF5,1.0
12,FF1.1,5.0
154,FF3.2,4.0
231,FF6.4,2.0
116,FF2.7,5.0
119,FF6.1,4.0
21,FF3.1,4.0
170,FF2.1,5.0
33,FF2.8,4.0
138,F,
157,FF1.1,5.0
100,FF1.3,3.0
147,FF1,4.0
250,FF3.1,4.0
64,FF2.8,5.0
226,FF5.1,3.0
217,FF3.3,2.0
252,FF1.4,4.0
84,FF1.7,4.0
135,FF1,5.0
238,FF2.7,4.0
167,FF3.4,4.0
252,FF1,4.0
62,FF2.2,4.0
10,FF2.4,5.0
176,FF2.9,4.0
264,FF6.4,3.0
264,FF5.1,2.0
46,FF6.1,3.0
29,FF3.2,2.0
221,FF2.1,5.0
184,FF1.4,2.0
234,FF2.3,4.0
33,FF5.1,4.0
102,FF2.10,3.0
135,FF2.11,4.0
200,FF5.1,4.0
46,FF3.3,4.0
38,FF6.4,4.0
61,FF6.1,5.0
39,FF3.3,2.0
213,FF5.3,5.0
194,FF5.6,3.0
80,FF5.1,5.0
71,FF3.3,4.0
226,FF2.4,4.0
185,FF1.2,5.0
143,FF4.4,4.0
14,FF2.10,4.0
90,FF5,2.0
218,FF5,2.0
223,F,
119,FF4.2,4.0
42,FF2.11,4.0
163,FF5.1,4.0
102,FF5.6,2.0
200,FF6,4.0
209,FF1.3,5.0
24,FF3.3,4.0
9,FF6.1,3.0
43,FF3.1,2.0
80,FF3.3,5.0
31,FF5.1,4.0
106,FF3,4.0
202,FF4,4.0
172,FF2.7,5.0
238,FF5.3,4.0
152,FF4.1,5.0
19,FF4.3,4.0
37,FF5.7,5.0
119,FF4.1,2.0
60,FF6.4,4.0
116,FF2.9,4.0
172,FF1,5.0
62,FF2.6,5.0
236,FF1.1,3.0
76,FF1.2,5.0
114,FF5.3,2.0
28,FF3.3,3.0
29,FF5,5.0
33,FF5.4,2.0
179,FF4.4,4.0
120,FF5.6,2.0
166,FF5,3.0
15,FF5.3,3.0
224,FF1.5,5.0
163,FF6,2.0
214,FF2.8,4.0
55,FF2.5,4.0
210,FF3.3,4.0
92,FF2.1,4.0
183,FF3.2,3.0
221,FF5.1,5.0
103,FF1,4.0
136,FF5.6,1.0
167,FF1.6,4.0
20,FF2.9,3.0
103,FF2.10,5.0
252,FF2.6,4.0
70,FF6.1,5.0
116,FF2.1,5.0
239,FF6,2.0
238,FF2.9,5.0
100,FF5.7,4.0
62,FF5.7,5.0
189,FF4,4.0
145,FF2.9,4.0
45,FF1.7,4.0
222,FF4.4,5.0
46,FF1.1,3.0
75,FF5.3,2.0
154,FF2.2,5.0
216,FF2.1,4.0
172,FF3.3,4.0
161,FF3.5,2.0
76,FF5,2.0
216,FF4.1,3.0
75,FF5.4,3.0
186,FF2.6,5.0
133,FF3,3.0
123,FF1.6,4.0
46,FF1.7,3.0
58,FF6,3.0
171,FF1.7,4.0
202,FF2.11,4.0
1,FF5.6,4.0
233,FF4.1,2.0
245,F,
20,FF3.3,3.0
263,FF2.9,4.0
243,FF2.11,3.0
256,FF3.1,4.0
212,FF2.10,4.0
218,FF2.1,5.0
228,FF1,3.0
101,FF5.4,3.0
67,FF1.5,5.0
232,FF6.2,5.0
40,FF3,4.0
51,FF2.2,5.0
17,F,
21,FF4,4.0
239,FF2.5,4.0
120,FF2.6,5.0
43,FF5.3,4.0
126,FF2.8,4.0
74,FF5.4,3.0
141,FF3.2,4.0
178,FF1.1,4.0
175,FF3,4.0
195,FF1.4,4.0
90,FF1.7,4.0
20,FF5.1,3.0
77,FF5.1,4.0
37,FF6.3,2.0
206,FF2.10,4.0
108,FF2.4,4.0
234,FF2.7,4.0
51,FF3,4.0
89,FF5.6,2.0
14,FF2.7,4.0
167,F,
133,FF3.4,3.0
162,FF5.7,4.0
90,FF2.2,5.0
61,FF6.2,5.0
227,FF1.3,5.0
47,FF3.1,2.0
147,FF1.4,4.0
3,FF3,4.0
26,FF1.3,4.0
28,FF4.2,2.0
69,F,
231,FF3.3,3.0
129,FF5.1,3.0
253,FF4,5.0
206,FF2.8,4.0
224,FF3.2,4.0
109,FF2.10,5.0
233,FF1,5.0
113,FF5.5,2.0
196,FF2.1,5.0
187,FF1.2,4.0
93,FF1.2,5.0
161,FF5.5,2.0
262,FF6.2,4.0
255,FF2.10,5.0
25,FF5.7,4.0
239,FF5.7,4.0
226,FF5,3.0
148,FF3.5,2.0
226,FF2.8,4.0
202,FF6.3,2.0
143,FF1,4.0
120,FF1.3,5.0
235,FF5.6,2.0
132,FF5.4,4.0
159,FF4.4,4.0
95,FF4.4,4.0
233,FF4.4,4.0
121,FF6.1,5.0
67,FF3,5.0
163,FF2.3,3.0
158,FF2,4.0
53,FF5.1,3.0
14,FF4.1,3.0
238,FF4.1,5.0
186,FF2,4.0
